cliente_id,nombre_cliente,tipo_cliente,zona_id,nombre_zona,fecha_alta,activo
382,Bar Novoa,Bar,3,Madrid Sur,2026-04-19,Sí
383,Bar Arregui,Bar,10,Móstoles,2018-09-26,Sí
384,Bar Corominas,Bar,9,Leganés,2023-01-21,Sí
385,Bar Puga,Bar,8,Getafe,2023-04-03,Sí
386,Tienda Marco,Tienda,4,Madrid Este,2016-06-28,No
387,Bar Osorio,Bar,3,Madrid Sur,2019-01-14,Sí
388,Bar Torre,Bar,6,Alcobendas,2023-06-23,Sí
389,Bar Bravo,Bar,3,Madrid Sur,2016-08-17,Sí
390,Bar Aguilera,Bar,1,Madrid Centro,2023-02-18,Sí
391,Restaurante Palacios,Restaurante,12,Fuenlabrada,2021-09-11,Sí
392,Bar Millán,Bar,1,Madrid Centro,2025-12-09,Sí
393,Tienda Nieto,Tienda,1,Madrid Centro,2019-03-17,Sí
394,Bar Jáuregui,Bar,7,San Sebastián de los Reyes,2017-03-28,Sí
395,Bar Marcos,Bar,5,Madrid Oeste,2019-12-22,Sí
396,Tienda Chico,Tienda,2,Madrid Norte,2021-12-28,No
397,Bar Chacón,Bar,10,Móstoles,2019-11-18,Sí
398,Bar Leiva,Bar,8,Getafe,2017-10-02,Sí
399,Tienda Rueda,Tienda,1,Madrid Centro,2024-10-12,Sí
400,Tienda Manuel,Tienda,11,Alcorcón,2019-07-06,Sí
401,Bar Galindo,Bar,9,Leganés,2025-11-17,Sí
402,Restaurante Cerdá,Restaurante,1,Madrid Centro,2019-10-01,Sí
403,Bar Fernández,Bar,8,Getafe,2023-01-28,Sí
404,Tienda Trujillo,Tienda,2,Madrid Norte,2019-12-05,Sí
405,Supermercado Pinilla,Supermercado,7,San Sebastián de los Reyes,2018-07-18,Sí
406,Bar Manjón,Bar,1,Madrid Centro,2019-11-09,Sí
407,Restaurante Quirós,Restaurante,1,Madrid Centro,2019-08-27,Sí
408,Bar Perelló,Bar,12,Fuenlabrada,2020-04-19,Sí
409,Bar Clemente,Bar,1,Madrid Centro,2026-03-09,No
410,Tienda Nieto,Tienda,1,Madrid Centro,2020-12-29,Sí
411,Tienda Becerra,Tienda,6,Alcobendas,2018-08-29,Sí
412,Bar Jerez,Bar,9,Leganés,2016-09-08,Sí
413,Supermercado Nuñez,Supermercado,7,San Sebastián de los Reyes,2017-02-15,Sí
414,Tienda Llamas,Tienda,3,Madrid Sur,2024-08-13,Sí
415,Bar Jáuregui,Bar,6,Alcobendas,2025-02-06,Sí
416,Supermercado Gutiérrez,Supermercado,8,Getafe,2019-09-22,Sí
417,Restaurante Sanmartín,Restaurante,3,Madrid Sur,2021-11-06,No
418,Bar Bas,Bar,10,Móstoles,2019-07-22,Sí
419,Bar Peralta,Bar,4,Madrid Este,2020-08-31,Sí
420,Bar Rosell,Bar,1,Madrid Centro,2019-10-04,Sí
421,Restaurante Hervás,Restaurante,5,Madrid Oeste,2025-10-22,Sí
422,Restaurante Valverde,Restaurante,5,Madrid Oeste,2026-03-27,Sí
423,Bar Noriega,Bar,3,Madrid Sur,2025-05-01,Sí
424,Gasolinera Revilla,Gasolinera,11,Alcorcón,2019-05-20,Sí
425,Supermercado Gallart,Supermercado,4,Madrid Este,2025-05-08,Sí
426,Bar Galvez,Bar,2,Madrid Norte,2018-06-07,Sí
427,Supermercado Folch,Supermercado,2,Madrid Norte,2017-07-04,Sí
428,Restaurante Almeida,Restaurante,2,Madrid Norte,2022-09-14,No
429,Bar Cuesta,Bar,1,Madrid Centro,2019-11-17,Sí
430,Bar Carbó,Bar,2,Madrid Norte,2024-08-15,Sí
431,Gasolinera Cepeda,Gasolinera,8,Getafe,2026-03-22,Sí
432,Gasolinera Vara,Gasolinera,2,Madrid Norte,2019-12-10,Sí
433,Gasolinera Valencia,Gasolinera,4,Madrid Este,2021-03-15,Sí
434,Tienda Crespo,Tienda,3,Madrid Sur,2023-07-19,Sí
435,Bar Fajardo,Bar,4,Madrid Este,2022-10-09,Sí
436,Tienda Peinado,Tienda,8,Getafe,2018-09-16,Sí
437,Bar Expósito,Bar,1,Madrid Centro,2024-01-08,Sí
438,Bar Elías,Bar,5,Madrid Oeste,2023-05-13,Sí
439,Restaurante Roldan,Restaurante,4,Madrid Este,2017-08-14,Sí
440,Restaurante Salazar,Restaurante,3,Madrid Sur,2025-11-16,Sí
441,Bar Seco,Bar,6,Alcobendas,2025-01-03,No
442,Gasolinera Perea,Gasolinera,12,Fuenlabrada,2024-02-29,Sí
443,Bar Zapata,Bar,2,Madrid Norte,2025-04-03,Sí
444,Bar Sans,Bar,3,Madrid Sur,2020-06-09,Sí
445,Restaurante Diez,Restaurante,9,Leganés,2018-07-27,Sí
446,Bar Vicens,Bar,7,San Sebastián de los Reyes,2025-01-17,Sí
447,Restaurante Barba,Restaurante,10,Móstoles,2021-12-17,Sí
448,Tienda Llabrés,Tienda,10,Móstoles,2021-10-16,Sí
449,Bar Andreu,Bar,1,Madrid Centro,2026-01-08,Sí
450,Restaurante Adadia,Restaurante,10,Móstoles,2020-04-24,Sí
451,Restaurante Casado,Restaurante,4,Madrid Este,2023-06-03,Sí
452,Gasolinera Sáez,Gasolinera,9,Leganés,2023-09-03,Sí
453,Bar Serna,Bar,4,Madrid Este,2020-01-28,No
454,Gasolinera Fábregas,Gasolinera,10,Móstoles,2025-02-25,Sí
455,Tienda Angulo,Tienda,5,Madrid Oeste,2020-07-02,Sí
456,Bar Abellán,Bar,8,Getafe,2022-11-05,No
457,Bar Terrón,Bar,8,Getafe,2016-06-14,Sí
458,Bar Mora,Bar,6,Alcobendas,2025-11-08,Sí
459,Tienda Duarte,Tienda,10,Móstoles,2025-12-20,Sí
460,Bar Jiménez,Bar,2,Madrid Norte,2025-05-19,Sí
461,Tienda Bas,Tienda,2,Madrid Norte,2019-08-14,Sí
462,Tienda Almagro,Tienda,10,Móstoles,2023-11-02,Sí
463,Bar Blanco,Bar,10,Móstoles,2016-07-19,Sí
464,Bar Bonet,Bar,7,San Sebastián de los Reyes,2023-11-16,Sí
465,Gasolinera Mas,Gasolinera,5,Madrid Oeste,2017-09-14,Sí
466,Bar Landa,Bar,8,Getafe,2017-12-25,Sí
467,Restaurante Méndez,Restaurante,6,Alcobendas,2019-10-31,Sí
468,Bar Fernández,Bar,6,Alcobendas,2024-04-03,Sí
469,Bar Ricart,Bar,2,Madrid Norte,2021-04-09,Sí
470,Restaurante Vidal,Restaurante,5,Madrid Oeste,2025-12-18,Sí
471,Bar Godoy,Bar,3,Madrid Sur,2022-12-08,Sí
472,Restaurante Vega,Restaurante,2,Madrid Norte,2019-10-18,Sí
473,Tienda Blázquez,Tienda,1,Madrid Centro,2026-03-23,Sí
474,Bar Becerra,Bar,1,Madrid Centro,2016-12-06,Sí
475,Supermercado Sureda,Supermercado,9,Leganés,2017-01-06,Sí
476,Bar Bayona,Bar,5,Madrid Oeste,2022-02-05,Sí
477,Restaurante Sanabria,Restaurante,3,Madrid Sur,2018-12-14,Sí
478,Restaurante Bastida,Restaurante,1,Madrid Centro,2016-10-19,Sí
479,Tienda Andreu,Tienda,12,Fuenlabrada,2022-06-14,Sí
480,Bar Gutiérrez,Bar,9,Leganés,2017-09-05,Sí
481,Bar Alberto,Bar,9,Leganés,2021-02-19,Sí
482,Bar Pozo,Bar,1,Madrid Centro,2023-05-02,Sí
483,Bar Villalobos,Bar,5,Madrid Oeste,2023-12-31,Sí
484,Bar Calvo,Bar,1,Madrid Centro,2024-07-25,Sí
485,Restaurante Prieto,Restaurante,3,Madrid Sur,2024-09-28,No
486,Bar Villalba,Bar,5,Madrid Oeste,2023-11-20,Sí
487,Supermercado Rico,Supermercado,1,Madrid Centro,2022-04-02,Sí
488,Tienda Farré,Tienda,5,Madrid Oeste,2022-11-05,Sí
489,Bar Cañas,Bar,5,Madrid Oeste,2020-07-19,Sí
490,Gasolinera Arroyo,Gasolinera,1,Madrid Centro,2019-07-17,Sí
491,Restaurante Yuste,Restaurante,5,Madrid Oeste,2025-11-07,Sí
492,Tienda Clemente,Tienda,3,Madrid Sur,2026-03-11,Sí
493,Gasolinera Pozo,Gasolinera,2,Madrid Norte,2025-04-01,Sí
494,Tienda Folch,Tienda,2,Madrid Norte,2024-08-05,Sí
495,Tienda Nogués,Tienda,1,Madrid Centro,2017-10-07,Sí
496,Bar Lobato,Bar,11,Alcorcón,2019-08-02,Sí
497,Bar Aragón,Bar,5,Madrid Oeste,2018-12-16,Sí
498,Bar Barriga,Bar,2,Madrid Norte,2022-07-08,Sí
499,Bar Gálvez,Bar,1,Madrid Centro,2020-08-29,Sí
500,Tienda Quero,Tienda,4,Madrid Este,2023-09-09,Sí
501,Bar Cantero,Bar,4,Madrid Este,2024-03-16,Sí
502,Bar Vidal,Bar,3,Madrid Sur,2023-01-21,Sí
503,Gasolinera Peral,Gasolinera,8,Getafe,2016-12-05,Sí
504,Restaurante Tello,Restaurante,4,Madrid Este,2025-08-31,Sí
505,Tienda Bas,Tienda,9,Leganés,2025-02-13,Sí
506,Bar Manso,Bar,12,Fuenlabrada,2018-05-24,Sí
507,Bar Corbacho,Bar,4,Madrid Este,2022-03-31,Sí
508,Bar Berrocal,Bar,5,Madrid Oeste,2024-12-06,Sí
509,Tienda Niño,Tienda,9,Leganés,2023-03-25,Sí
510,Bar Álvarez,Bar,1,Madrid Centro,2020-02-14,Sí
511,Bar Carbó,Bar,5,Madrid Oeste,2024-04-27,Sí
512,Bar Águila,Bar,8,Getafe,2018-09-08,No
513,Bar Barrios,Bar,7,San Sebastián de los Reyes,2023-09-22,Sí
514,Tienda Falcón,Tienda,8,Getafe,2019-02-09,Sí
515,Bar Grande,Bar,2,Madrid Norte,2022-10-24,Sí
516,Bar Lladó,Bar,1,Madrid Centro,2021-01-29,Sí
517,Tienda Soria,Tienda,3,Madrid Sur,2020-03-27,Sí
518,Bar Moreno,Bar,3,Madrid Sur,2017-04-04,No
519,Tienda Pascual,Tienda,7,San Sebastián de los Reyes,2018-06-18,Sí
520,Bar Flor,Bar,1,Madrid Centro,2024-08-04,Sí
521,Gasolinera Herrero,Gasolinera,8,Getafe,2023-09-08,Sí
522,Bar Olivera,Bar,10,Móstoles,2020-03-01,Sí
523,Restaurante Vallejo,Restaurante,5,Madrid Oeste,2019-10-03,Sí
524,Bar Páez,Bar,9,Leganés,2018-09-22,Sí
525,Bar Puig,Bar,8,Getafe,2023-10-21,Sí
526,Bar Viana,Bar,7,San Sebastián de los Reyes,2019-05-22,Sí
527,Tienda Valls,Tienda,3,Madrid Sur,2022-05-05,Sí
528,Bar Batlle,Bar,2,Madrid Norte,2018-10-18,Sí
529,Tienda Cifuentes,Tienda,7,San Sebastián de los Reyes,2024-09-23,Sí
530,Bar Expósito,Bar,1,Madrid Centro,2023-07-03,Sí
531,Bar Gallo,Bar,9,Leganés,2023-04-24,Sí
532,Bar Cobo,Bar,1,Madrid Centro,2025-05-04,Sí
533,Supermercado Manrique,Supermercado,9,Leganés,2016-12-19,Sí
534,Supermercado Echeverría,Supermercado,1,Madrid Centro,2025-08-14,Sí
535,Supermercado Villegas,Supermercado,10,Móstoles,2022-03-21,Sí
536,Tienda Pla,Tienda,4,Madrid Este,2021-02-20,Sí
537,Supermercado Heras,Supermercado,7,San Sebastián de los Reyes,2022-05-04,Sí
538,Bar Querol,Bar,2,Madrid Norte,2024-02-06,Sí
539,Bar Gil,Bar,8,Getafe,2022-02-27,Sí
540,Tienda Patiño,Tienda,1,Madrid Centro,2019-04-13,Sí
541,Bar Ibáñez,Bar,2,Madrid Norte,2019-06-02,Sí
542,Tienda Alsina,Tienda,4,Madrid Este,2024-12-26,Sí
543,Bar Pla,Bar,9,Leganés,2022-08-11,Sí
544,Supermercado Sanmartín,Supermercado,3,Madrid Sur,2024-08-30,Sí
545,Bar Adán,Bar,6,Alcobendas,2022-12-19,Sí
546,Tienda Cárdenas,Tienda,12,Fuenlabrada,2018-06-15,Sí
547,Gasolinera Verdugo,Gasolinera,8,Getafe,2023-09-18,Sí
548,Restaurante Verdú,Restaurante,5,Madrid Oeste,2024-09-10,Sí
549,Bar Quevedo,Bar,11,Alcorcón,2020-02-11,No
550,Bar Puerta,Bar,7,San Sebastián de los Reyes,2025-06-20,Sí
551,Restaurante Company,Restaurante,2,Madrid Norte,2020-01-21,No
552,Bar Ferrández,Bar,7,San Sebastián de los Reyes,2018-01-30,Sí
553,Supermercado Casanova,Supermercado,5,Madrid Oeste,2018-09-05,Sí
554,Supermercado Roldan,Supermercado,8,Getafe,2023-09-12,Sí
555,Gasolinera Almazán,Gasolinera,5,Madrid Oeste,2026-03-24,Sí
556,Restaurante Colomer,Restaurante,5,Madrid Oeste,2016-08-22,Sí
557,Tienda Losa,Tienda,8,Getafe,2016-11-16,Sí
558,Bar Pomares,Bar,9,Leganés,2022-10-18,Sí
559,Bar Martín,Bar,12,Fuenlabrada,2017-12-23,Sí
560,Restaurante Martín,Restaurante,1,Madrid Centro,2024-11-08,No
561,Bar Garrido,Bar,1,Madrid Centro,2019-04-04,Sí
562,Tienda Ferrán,Tienda,3,Madrid Sur,2018-10-09,Sí
563,Bar Benito,Bar,4,Madrid Este,2019-02-11,Sí
564,Restaurante Palomo,Restaurante,6,Alcobendas,2022-08-19,Sí
565,Gasolinera Gracia,Gasolinera,1,Madrid Centro,2025-08-11,Sí
566,Tienda Giralt,Tienda,1,Madrid Centro,2018-12-18,Sí
567,Bar Arrieta,Bar,6,Alcobendas,2024-01-27,Sí
568,Gasolinera Cano,Gasolinera,11,Alcorcón,2025-08-23,Sí
569,Bar Quero,Bar,6,Alcobendas,2021-07-22,Sí
570,Bar Piñol,Bar,7,San Sebastián de los Reyes,2025-07-27,Sí
571,Tienda Porta,Tienda,1,Madrid Centro,2026-02-28,Sí
572,Tienda Cerezo,Tienda,12,Fuenlabrada,2018-06-03,Sí
573,Gasolinera Leon,Gasolinera,6,Alcobendas,2018-06-11,Sí
574,Bar Jimenez,Bar,2,Madrid Norte,2020-02-04,Sí
575,Tienda Hervia,Tienda,8,Getafe,2022-02-12,Sí
576,Bar Garmendia,Bar,8,Getafe,2019-01-19,Sí
577,Supermercado Puente,Supermercado,8,Getafe,2018-04-01,Sí
578,Bar Palomino,Bar,5,Madrid Oeste,2020-05-26,Sí
579,Restaurante Cerezo,Restaurante,7,San Sebastián de los Reyes,2021-10-09,Sí
580,Bar Ferrández,Bar,5,Madrid Oeste,2017-03-03,Sí
581,Tienda Moya,Tienda,8,Getafe,2023-10-12,Sí
582,Tienda Tolosa,Tienda,3,Madrid Sur,2022-08-16,Sí
583,Bar Galván,Bar,3,Madrid Sur,2024-06-01,Sí
584,Bar Coca,Bar,10,Móstoles,2020-05-04,Sí
585,Supermercado Tormo,Supermercado,10,Móstoles,2020-03-22,No
586,Bar Guitart,Bar,6,Alcobendas,2019-11-09,Sí
587,Restaurante Luque,Restaurante,1,Madrid Centro,2023-08-31,Sí
588,Bar Alonso,Bar,8,Getafe,2019-12-17,Sí
589,Bar Rojas,Bar,6,Alcobendas,2017-02-24,Sí
590,Gasolinera Matas,Gasolinera,1,Madrid Centro,2026-01-03,Sí
591,Bar Capdevila,Bar,6,Alcobendas,2016-07-18,Sí
592,Bar Mancebo,Bar,1,Madrid Centro,2023-09-16,Sí
593,Tienda Soto,Tienda,7,San Sebastián de los Reyes,2018-09-18,Sí
594,Restaurante Andres,Restaurante,2,Madrid Norte,2016-11-03,Sí
595,Tienda Roldan,Tienda,8,Getafe,2026-06-03,Sí
596,Bar Izaguirre,Bar,2,Madrid Norte,2024-03-08,Sí
597,Bar Moles,Bar,12,Fuenlabrada,2018-01-20,Sí
598,Bar Alvarado,Bar,1,Madrid Centro,2022-07-04,Sí
599,Bar Andrade,Bar,1,Madrid Centro,2019-08-26,Sí
600,Bar Soria,Bar,5,Madrid Oeste,2022-02-05,Sí
601,Tienda Moliner,Tienda,4,Madrid Este,2016-11-23,Sí
602,Bar Teruel,Bar,11,Alcorcón,2024-07-26,Sí
603,Bar Bosch,Bar,5,Madrid Oeste,2021-11-22,No
604,Restaurante Castells,Restaurante,3,Madrid Sur,2021-09-16,Sí
605,Supermercado Cabrera,Supermercado,1,Madrid Centro,2019-09-27,Sí
606,Tienda Cisneros,Tienda,4,Madrid Este,2018-10-06,Sí
607,Bar Baena,Bar,10,Móstoles,2017-05-02,Sí
608,Bar Báez,Bar,6,Alcobendas,2025-10-17,Sí
609,Bar Cadenas,Bar,9,Leganés,2024-04-20,Sí
610,Bar Agudo,Bar,4,Madrid Este,2018-11-08,No
611,Tienda Valbuena,Tienda,9,Leganés,2022-08-05,Sí
612,Supermercado Caro,Supermercado,5,Madrid Oeste,2022-04-02,Sí
613,Bar Bayo,Bar,9,Leganés,2019-10-01,Sí
614,Tienda Céspedes,Tienda,3,Madrid Sur,2024-03-14,Sí
615,Bar Múgica,Bar,4,Madrid Este,2022-11-20,No
616,Restaurante Comas,Restaurante,2,Madrid Norte,2024-11-06,Sí
617,Bar Navarrete,Bar,10,Móstoles,2023-05-18,No
618,Tienda Benavides,Tienda,5,Madrid Oeste,2025-05-22,No
619,Bar Carretero,Bar,3,Madrid Sur,2016-09-10,Sí
620,Tienda Moraleda,Tienda,4,Madrid Este,2024-03-21,Sí
621,Bar Aguiló,Bar,10,Móstoles,2019-03-22,Sí
622,Gasolinera Robledo,Gasolinera,4,Madrid Este,2017-12-13,Sí
623,Tienda Fortuny,Tienda,4,Madrid Este,2017-12-18,Sí
624,Restaurante Campos,Restaurante,3,Madrid Sur,2021-06-05,Sí
625,Bar Benítez,Bar,5,Madrid Oeste,2017-12-03,Sí
626,Restaurante Mendoza,Restaurante,2,Madrid Norte,2020-05-28,Sí
627,Restaurante Carballo,Restaurante,4,Madrid Este,2019-03-04,Sí
628,Bar Gonzalo,Bar,1,Madrid Centro,2019-11-10,Sí
629,Restaurante Talavera,Restaurante,12,Fuenlabrada,2020-05-28,Sí
630,Bar Gras,Bar,2,Madrid Norte,2025-12-01,Sí
631,Bar Checa,Bar,5,Madrid Oeste,2021-03-13,Sí
632,Restaurante Aranda,Restaurante,2,Madrid Norte,2022-04-03,Sí
633,Bar Riba,Bar,6,Alcobendas,2018-08-18,Sí
634,Bar Solís,Bar,1,Madrid Centro,2017-08-26,Sí
635,Restaurante Chamorro,Restaurante,3,Madrid Sur,2025-05-12,No
636,Tienda Luna,Tienda,7,San Sebastián de los Reyes,2025-12-02,Sí
637,Bar Lozano,Bar,1,Madrid Centro,2016-07-11,Sí
638,Bar Sedano,Bar,4,Madrid Este,2022-09-27,Sí
639,Bar Castells,Bar,4,Madrid Este,2024-12-29,Sí
640,Supermercado Llabrés,Supermercado,4,Madrid Este,2025-11-14,Sí
641,Gasolinera Tirado,Gasolinera,5,Madrid Oeste,2023-07-20,Sí
642,Supermercado Flores,Supermercado,8,Getafe,2020-02-09,Sí
643,Gasolinera Sáenz,Gasolinera,3,Madrid Sur,2025-04-20,Sí
644,Gasolinera Ródenas,Gasolinera,6,Alcobendas,2021-01-05,Sí
645,Bar Folch,Bar,6,Alcobendas,2020-03-07,Sí
646,Bar Frutos,Bar,4,Madrid Este,2021-04-14,Sí
647,Bar Reyes,Bar,1,Madrid Centro,2016-09-05,Sí
648,Tienda Gutierrez,Tienda,5,Madrid Oeste,2025-05-30,Sí
649,Tienda Fuster,Tienda,5,Madrid Oeste,2025-12-01,Sí
650,Bar Hoz,Bar,6,Alcobendas,2017-07-20,Sí
651,Bar Vidal,Bar,3,Madrid Sur,2018-09-29,Sí
652,Tienda Marín,Tienda,3,Madrid Sur,2021-10-05,Sí
653,Gasolinera López,Gasolinera,11,Alcorcón,2024-09-04,No
654,Bar Cabañas,Bar,10,Móstoles,2022-09-03,Sí
655,Supermercado Carretero,Supermercado,7,San Sebastián de los Reyes,2024-03-03,Sí
656,Bar Pombo,Bar,6,Alcobendas,2020-06-27,Sí
657,Bar Blanch,Bar,8,Getafe,2018-10-05,Sí
658,Gasolinera Milla,Gasolinera,3,Madrid Sur,2020-10-23,Sí
659,Gasolinera Narváez,Gasolinera,4,Madrid Este,2017-10-03,Sí
660,Tienda Ortuño,Tienda,3,Madrid Sur,2024-12-11,Sí
661,Bar Roma,Bar,7,San Sebastián de los Reyes,2017-03-07,Sí
662,Bar Uribe,Bar,1,Madrid Centro,2021-03-09,Sí
663,Gasolinera Salamanca,Gasolinera,8,Getafe,2025-06-10,Sí
664,Tienda Olivares,Tienda,8,Getafe,2022-07-19,No
665,Bar Amores,Bar,4,Madrid Este,2025-06-30,Sí
666,Bar Ibarra,Bar,2,Madrid Norte,2022-09-09,Sí
667,Bar Cuesta,Bar,5,Madrid Oeste,2016-10-25,Sí
668,Bar Urrutia,Bar,5,Madrid Oeste,2023-09-16,Sí
669,Bar Daza,Bar,12,Fuenlabrada,2025-07-05,Sí
670,Restaurante Salinas,Restaurante,5,Madrid Oeste,2019-12-10,Sí
671,Restaurante Agudo,Restaurante,8,Getafe,2017-07-02,Sí
672,Gasolinera Gaya,Gasolinera,11,Alcorcón,2025-01-02,Sí
673,Restaurante Anaya,Restaurante,1,Madrid Centro,2022-10-25,Sí
674,Gasolinera Quintero,Gasolinera,8,Getafe,2018-08-12,Sí
675,Restaurante Crespi,Restaurante,10,Móstoles,2019-08-27,Sí
676,Tienda Mulet,Tienda,10,Móstoles,2019-03-22,Sí
677,Supermercado Carballo,Supermercado,1,Madrid Centro,2016-12-07,Sí
678,Bar Milla,Bar,4,Madrid Este,2021-06-12,Sí
679,Tienda Pina,Tienda,9,Leganés,2016-12-28,Sí
680,Gasolinera Cordero,Gasolinera,5,Madrid Oeste,2023-03-17,Sí
681,Gasolinera Ferrero,Gasolinera,3,Madrid Sur,2017-12-23,Sí
682,Bar Rius,Bar,8,Getafe,2019-01-30,Sí
683,Bar Dalmau,Bar,1,Madrid Centro,2024-10-25,Sí
684,Gasolinera Vallejo,Gasolinera,2,Madrid Norte,2025-07-06,Sí
685,Bar Ferreras,Bar,12,Fuenlabrada,2017-12-16,Sí
686,Supermercado Jiménez,Supermercado,4,Madrid Este,2023-10-15,Sí
687,Bar Prieto,Bar,7,San Sebastián de los Reyes,2018-05-21,Sí
688,Gasolinera Amo,Gasolinera,3,Madrid Sur,2017-02-22,Sí
689,Bar Abad,Bar,10,Móstoles,2022-04-19,Sí
690,Tienda Perelló,Tienda,3,Madrid Sur,2024-11-30,Sí
691,Restaurante Ferrández,Restaurante,2,Madrid Norte,2020-01-13,Sí
692,Bar Calzada,Bar,4,Madrid Este,2022-09-19,Sí
693,Bar Estevez,Bar,9,Leganés,2020-12-09,Sí
694,Bar Rosales,Bar,4,Madrid Este,2020-03-05,Sí
695,Bar Bautista,Bar,9,Leganés,2022-08-14,No
696,Bar Marín,Bar,10,Móstoles,2020-11-16,Sí
697,Bar Zabala,Bar,1,Madrid Centro,2019-04-15,Sí
698,Bar Gámez,Bar,4,Madrid Este,2019-05-13,Sí
699,Tienda Torrecilla,Tienda,7,San Sebastián de los Reyes,2018-05-15,Sí
700,Restaurante Uría,Restaurante,1,Madrid Centro,2021-06-04,Sí
701,Tienda Acero,Tienda,12,Fuenlabrada,2020-11-28,Sí
702,Tienda Calvet,Tienda,7,San Sebastián de los Reyes,2020-06-22,Sí
703,Tienda Salazar,Tienda,12,Fuenlabrada,2025-01-27,Sí
704,Restaurante Reguera,Restaurante,6,Alcobendas,2025-10-19,Sí
705,Bar Nebot,Bar,4,Madrid Este,2024-11-20,Sí
706,Supermercado Martí,Supermercado,8,Getafe,2021-12-27,Sí
707,Restaurante Francisco,Restaurante,8,Getafe,2023-12-15,Sí
708,Restaurante Falcó,Restaurante,7,San Sebastián de los Reyes,2018-05-18,Sí
709,Bar Acero,Bar,9,Leganés,2025-09-23,No
710,Gasolinera Vidal,Gasolinera,5,Madrid Oeste,2019-02-14,Sí
711,Bar España,Bar,3,Madrid Sur,2026-04-16,Sí
712,Bar Domínguez,Bar,10,Móstoles,2021-07-19,No
713,Restaurante Mayoral,Restaurante,2,Madrid Norte,2019-11-30,Sí
714,Tienda Mayol,Tienda,4,Madrid Este,2024-08-01,Sí
715,Restaurante Sáenz,Restaurante,3,Madrid Sur,2019-11-10,Sí
716,Restaurante Martinez,Restaurante,6,Alcobendas,2020-06-04,Sí
717,Supermercado Gracia,Supermercado,6,Alcobendas,2026-04-01,Sí
718,Restaurante Hervia,Restaurante,11,Alcorcón,2021-03-19,Sí
719,Bar Pulido,Bar,1,Madrid Centro,2016-09-25,Sí
720,Bar Alarcón,Bar,12,Fuenlabrada,2024-08-16,Sí
721,Tienda Alcolea,Tienda,4,Madrid Este,2024-11-10,Sí
722,Supermercado Ferrández,Supermercado,5,Madrid Oeste,2023-05-07,Sí
723,Bar Noguera,Bar,4,Madrid Este,2019-10-22,Sí
724,Bar Gutiérrez,Bar,8,Getafe,2026-05-01,Sí
725,Bar Pavón,Bar,4,Madrid Este,2017-06-08,Sí
726,Tienda Linares,Tienda,10,Móstoles,2026-02-19,Sí
727,Bar Guardia,Bar,1,Madrid Centro,2018-02-14,Sí
728,Bar Diez,Bar,1,Madrid Centro,2019-03-26,Sí
729,Bar Calatayud,Bar,3,Madrid Sur,2026-05-08,Sí
730,Gasolinera Carretero,Gasolinera,5,Madrid Oeste,2023-10-30,Sí
731,Supermercado Rocha,Supermercado,7,San Sebastián de los Reyes,2021-05-13,Sí
732,Supermercado Perea,Supermercado,4,Madrid Este,2022-09-03,Sí
733,Restaurante Chamorro,Restaurante,2,Madrid Norte,2026-05-28,Sí
734,Bar Jara,Bar,1,Madrid Centro,2026-01-01,Sí
735,Tienda Valenzuela,Tienda,7,San Sebastián de los Reyes,2019-03-21,No
736,Restaurante Sosa,Restaurante,2,Madrid Norte,2021-05-31,Sí
737,Restaurante Vergara,Restaurante,2,Madrid Norte,2018-05-23,Sí
738,Tienda Tomé,Tienda,1,Madrid Centro,2021-03-05,Sí
739,Bar Ochoa,Bar,6,Alcobendas,2025-12-03,Sí
740,Bar Andreu,Bar,5,Madrid Oeste,2024-07-11,Sí
741,Restaurante Guillen,Restaurante,2,Madrid Norte,2024-08-11,Sí
742,Bar Lladó,Bar,5,Madrid Oeste,2022-02-22,Sí
743,Tienda Torrents,Tienda,1,Madrid Centro,2019-10-06,Sí
744,Restaurante Guardia,Restaurante,4,Madrid Este,2018-05-19,Sí
745,Bar Palacios,Bar,4,Madrid Este,2023-12-14,Sí
746,Bar Mas,Bar,12,Fuenlabrada,2021-08-11,Sí
747,Restaurante Galiano,Restaurante,4,Madrid Este,2019-06-06,Sí
748,Bar Paredes,Bar,7,San Sebastián de los Reyes,2025-10-28,Sí
749,Restaurante Aguirre,Restaurante,4,Madrid Este,2016-10-05,Sí
750,Restaurante Quesada,Restaurante,4,Madrid Este,2018-08-27,Sí
751,Restaurante Chacón,Restaurante,9,Leganés,2018-07-30,Sí
752,Gasolinera Huerta,Gasolinera,1,Madrid Centro,2023-06-12,No
753,Restaurante Vazquez,Restaurante,6,Alcobendas,2025-08-14,Sí
754,Restaurante Sola,Restaurante,5,Madrid Oeste,2018-03-07,Sí
755,Bar Cobos,Bar,1,Madrid Centro,2020-11-21,Sí
756,Restaurante Lobato,Restaurante,1,Madrid Centro,2020-03-08,Sí
757,Bar Porta,Bar,2,Madrid Norte,2024-10-20,Sí
758,Tienda Correa,Tienda,1,Madrid Centro,2018-07-20,Sí
759,Supermercado Grande,Supermercado,9,Leganés,2020-05-17,Sí
760,Bar Gisbert,Bar,5,Madrid Oeste,2020-03-02,No
761,Supermercado Blanes,Supermercado,5,Madrid Oeste,2016-11-23,Sí
762,Bar Agullo,Bar,3,Madrid Sur,2021-03-31,Sí
763,Bar Barrio,Bar,9,Leganés,2020-01-04,Sí
764,Restaurante Murillo,Restaurante,4,Madrid Este,2025-07-09,Sí
