venta_id,pedido_id,fecha_id,fecha_entrega,cliente_id,empleado_id,producto_id,cantidad,precio_unitario,coste_unitario,importe,coste_total,beneficio,estado_pedido,dias_entrega,fecha,mes
4482,101448,20220920,2022-09-21,1890,9,11,4,3.07,1.49,12.28,5.96,6.32,Entregado,1.0,2022-09-20,9
4483,101449,20210104,2021-01-07,1947,11,6,7,5.2,2.27,36.4,15.89,20.51,Entregado,3.0,2021-01-04,1
4484,101449,20210104,2021-01-07,1947,11,28,17,1.22,0.68,20.74,11.56,9.18,Entregado,3.0,2021-01-04,1
4485,101449,20210104,2021-01-07,1947,11,7,5,4.06,2.33,20.3,11.65,8.65,Entregado,3.0,2021-01-04,1
4486,101449,20210104,2021-01-07,1947,11,25,20,3.77,2.3,75.4,46.0,29.4,Entregado,3.0,2021-01-04,1
4487,101450,20220104,2022-01-05,983,14,1,9,2.27,1.15,20.43,10.35,10.08,Entregado,1.0,2022-01-04,1
4488,101451,20241203,2024-12-04,569,8,25,14,3.77,2.3,52.78,32.2,20.58,Entregado,1.0,2024-12-03,12
4489,101451,20241203,2024-12-04,569,8,6,13,5.2,2.27,67.6,29.51,38.09,Entregado,1.0,2024-12-03,12
4490,101451,20241203,2024-12-04,569,8,16,16,2.1,0.81,33.6,12.96,20.64,Entregado,1.0,2024-12-03,12
4491,101452,20231025,2023-10-26,801,8,23,3,5.17,2.71,15.51,8.13,7.38,Entregado,1.0,2023-10-25,10
4492,101452,20231025,2023-10-26,801,8,6,6,5.2,2.27,31.2,13.62,17.58,Entregado,1.0,2023-10-25,10
4493,101452,20231025,2023-10-26,801,8,2,9,1.88,0.92,16.92,8.28,8.64,Entregado,1.0,2023-10-25,10
4494,101453,20230420,2023-04-21,647,13,2,12,1.88,0.92,22.56,11.04,11.52,Entregado,1.0,2023-04-20,4
4495,101453,20230420,2023-04-21,647,13,7,11,4.06,2.33,44.66,25.63,19.03,Entregado,1.0,2023-04-20,4
4496,101454,20250122,2025-01-24,502,9,12,19,2.54,1.32,48.26,25.08,23.18,Entregado,2.0,2025-01-22,1
4497,101454,20250122,2025-01-24,502,9,24,10,3.67,2.07,36.7,20.7,16.0,Entregado,2.0,2025-01-22,1
4498,101454,20250122,2025-01-24,502,9,14,20,2.97,1.79,59.4,35.8,23.6,Entregado,2.0,2025-01-22,1
4499,101455,20251218,2025-12-20,1072,16,11,6,3.07,1.49,18.42,8.94,9.48,Entregado,2.0,2025-12-18,12
4500,101455,20251218,2025-12-20,1072,16,1,9,2.27,1.15,20.43,10.35,10.08,Entregado,2.0,2025-12-18,12
4501,101455,20251218,2025-12-20,1072,16,21,2,3.52,1.44,7.04,2.88,4.16,Entregado,2.0,2025-12-18,12
4502,101456,20211005,2021-10-08,1261,17,5,12,2.19,0.79,26.28,9.48,16.8,Entregado,3.0,2021-10-05,10
4503,101456,20211005,2021-10-08,1261,17,16,17,2.1,0.81,35.7,13.77,21.93,Entregado,3.0,2021-10-05,10
4504,101456,20211005,2021-10-08,1261,17,3,12,2.51,0.94,30.12,11.28,18.84,Entregado,3.0,2021-10-05,10
4505,101457,20221115,2022-11-16,1348,11,18,12,3.38,1.58,40.56,18.96,21.6,Entregado,1.0,2022-11-15,11
4506,101457,20221115,2022-11-16,1348,11,6,10,5.2,2.27,52.0,22.7,29.3,Entregado,1.0,2022-11-15,11
4507,101457,20221115,2022-11-16,1348,11,1,11,2.27,1.15,24.97,12.65,12.32,Entregado,1.0,2022-11-15,11
4508,101457,20221115,2022-11-16,1348,11,13,8,1.69,0.7,13.52,5.6,7.92,Entregado,1.0,2022-11-15,11
4509,101458,20250826,2025-08-27,1365,10,11,2,3.07,1.49,6.14,2.98,3.16,Entregado,1.0,2025-08-26,8
4510,101458,20250826,2025-08-27,1365,10,18,11,3.38,1.58,37.18,17.38,19.8,Entregado,1.0,2025-08-26,8
4511,101458,20250826,2025-08-27,1365,10,20,2,2.98,1.26,5.96,2.52,3.44,Entregado,1.0,2025-08-26,8
4512,101459,20251111,2025-11-12,180,15,18,6,3.38,1.58,20.28,9.48,10.8,Entregado,1.0,2025-11-11,11
4513,101459,20251111,2025-11-12,180,15,22,4,5.89,2.57,23.56,10.28,13.28,Entregado,1.0,2025-11-11,11
4514,101459,20251111,2025-11-12,180,15,11,10,3.07,1.49,30.7,14.9,15.8,Entregado,1.0,2025-11-11,11
4515,101459,20251111,2025-11-12,180,15,10,8,2.73,1.51,21.84,12.08,9.76,Entregado,1.0,2025-11-11,11
4516,101460,20250225,2025-02-27,1090,12,8,2,4.1,2.41,8.2,4.82,3.38,Entregado,2.0,2025-02-25,2
4517,101460,20250225,2025-02-27,1090,12,9,3,4.51,1.63,13.53,4.89,8.64,Entregado,2.0,2025-02-25,2
4518,101460,20250225,2025-02-27,1090,12,3,12,2.51,0.94,30.12,11.28,18.84,Entregado,2.0,2025-02-25,2
4519,101460,20250225,2025-02-27,1090,12,22,2,5.89,2.57,11.78,5.14,6.64,Entregado,2.0,2025-02-25,2
4520,101460,20250225,2025-02-27,1090,12,16,12,2.1,0.81,25.2,9.72,15.48,Entregado,2.0,2025-02-25,2
4521,101461,20210826,2021-08-28,1280,14,3,10,2.51,0.94,25.1,9.4,15.7,Entregado,2.0,2021-08-26,8
4522,101461,20210826,2021-08-28,1280,14,15,6,4.1,1.66,24.6,9.96,14.64,Entregado,2.0,2021-08-26,8
4523,101461,20210826,2021-08-28,1280,14,14,5,2.97,1.79,14.85,8.95,5.9,Entregado,2.0,2021-08-26,8
4524,101462,20241118,2024-11-20,1337,8,4,6,2.04,1.15,12.24,6.9,5.34,Entregado,2.0,2024-11-18,11
4525,101462,20241118,2024-11-20,1337,8,2,11,1.88,0.92,20.68,10.12,10.56,Entregado,2.0,2024-11-18,11
4526,101463,20220601,2022-06-02,1091,17,10,8,2.73,1.51,21.84,12.08,9.76,Entregado,1.0,2022-06-01,6
4527,101463,20220601,2022-06-02,1091,17,16,2,2.1,0.81,4.2,1.62,2.58,Entregado,1.0,2022-06-01,6
4528,101463,20220601,2022-06-02,1091,17,1,10,2.27,1.15,22.7,11.5,11.2,Entregado,1.0,2022-06-01,6
4529,101463,20220601,2022-06-02,1091,17,21,8,3.52,1.44,28.16,11.52,16.64,Entregado,1.0,2022-06-01,6
4530,101463,20220601,2022-06-02,1091,17,27,3,2.28,0.94,6.84,2.82,4.02,Entregado,1.0,2022-06-01,6
4531,101463,20220601,2022-06-02,1091,17,15,2,4.1,1.66,8.2,3.32,4.88,Entregado,1.0,2022-06-01,6
4532,101464,20231107,2023-11-09,1288,13,14,9,2.97,1.79,26.73,16.11,10.62,Entregado,2.0,2023-11-07,11
4533,101464,20231107,2023-11-09,1288,13,22,8,5.89,2.57,47.12,20.56,26.56,Entregado,2.0,2023-11-07,11
4534,101465,20250408,2025-04-10,1740,8,13,2,1.69,0.7,3.38,1.4,1.98,Entregado,2.0,2025-04-08,4
4535,101465,20250408,2025-04-10,1740,8,14,4,2.97,1.79,11.88,7.16,4.72,Entregado,2.0,2025-04-08,4
4536,101465,20250408,2025-04-10,1740,8,5,8,2.19,0.79,17.52,6.32,11.2,Entregado,2.0,2025-04-08,4
4537,101466,20241025,2024-10-27,1990,13,1,2,2.27,1.15,4.54,2.3,2.24,Entregado,2.0,2024-10-25,10
4538,101466,20241025,2024-10-27,1990,13,6,4,5.2,2.27,20.8,9.08,11.72,Entregado,2.0,2024-10-25,10
4539,101466,20241025,2024-10-27,1990,13,25,6,3.77,2.3,22.62,13.8,8.82,Entregado,2.0,2024-10-25,10
4540,101466,20241025,2024-10-27,1990,13,26,8,1.47,0.56,11.76,4.48,7.28,Entregado,2.0,2024-10-25,10
4541,101466,20241025,2024-10-27,1990,13,24,8,3.67,2.07,29.36,16.56,12.8,Entregado,2.0,2024-10-25,10
4542,101467,20250317,2025-03-19,1421,16,28,7,1.22,0.68,8.54,4.76,3.78,Entregado,2.0,2025-03-17,3
4543,101467,20250317,2025-03-19,1421,16,2,3,1.88,0.92,5.64,2.76,2.88,Entregado,2.0,2025-03-17,3
4544,101468,20230721,2023-07-23,1254,12,23,5,5.17,2.71,25.85,13.55,12.3,Entregado,2.0,2023-07-21,7
4545,101469,20251031,2025-11-02,355,15,4,6,2.04,1.15,12.24,6.9,5.34,Entregado,2.0,2025-10-31,10
4546,101469,20251031,2025-11-02,355,15,10,10,2.73,1.51,27.3,15.1,12.2,Entregado,2.0,2025-10-31,10
4547,101469,20251031,2025-11-02,355,15,27,6,2.28,0.94,13.68,5.64,8.04,Entregado,2.0,2025-10-31,10
4548,101469,20251031,2025-11-02,355,15,1,11,2.27,1.15,24.97,12.65,12.32,Entregado,2.0,2025-10-31,10
4549,101470,20220210,2022-02-13,365,15,4,8,2.04,1.15,16.32,9.2,7.12,Entregado,3.0,2022-02-10,2
4550,101470,20220210,2022-02-13,365,15,13,8,1.69,0.7,13.52,5.6,7.92,Entregado,3.0,2022-02-10,2
4551,101470,20220210,2022-02-13,365,15,11,10,3.07,1.49,30.7,14.9,15.8,Entregado,3.0,2022-02-10,2
4552,101470,20220210,2022-02-13,365,15,7,5,4.06,2.33,20.3,11.65,8.65,Entregado,3.0,2022-02-10,2
4553,101470,20220210,2022-02-13,365,15,8,4,4.1,2.41,16.4,9.64,6.76,Entregado,3.0,2022-02-10,2
4554,101471,20241016,2024-10-17,811,15,1,20,2.27,1.15,45.4,23.0,22.4,Entregado,1.0,2024-10-16,10
4555,101471,20241016,2024-10-17,811,15,19,21,2.13,1.26,44.73,26.46,18.27,Entregado,1.0,2024-10-16,10
4556,101471,20241016,2024-10-17,811,15,7,35,4.06,2.33,142.1,81.55,60.55,Entregado,1.0,2024-10-16,10
4557,101472,20220629,2022-06-30,1437,10,1,7,2.27,1.15,15.89,8.05,7.84,Entregado,1.0,2022-06-29,6
4558,101472,20220629,2022-06-30,1437,10,26,3,1.47,0.56,4.41,1.68,2.73,Entregado,1.0,2022-06-29,6
4559,101473,20230616,2023-06-19,2000,11,17,10,2.85,1.2,28.5,12.0,16.5,Entregado,3.0,2023-06-16,6
4560,101473,20230616,2023-06-19,2000,11,6,3,5.2,2.27,15.6,6.81,8.79,Entregado,3.0,2023-06-16,6
4561,101473,20230616,2023-06-19,2000,11,26,4,1.47,0.56,5.88,2.24,3.64,Entregado,3.0,2023-06-16,6
4562,101474,20251215,2025-12-16,1021,10,24,12,3.67,2.07,44.04,24.84,19.2,Entregado,1.0,2025-12-15,12
4563,101474,20251215,2025-12-16,1021,10,12,27,2.54,1.32,68.58,35.64,32.94,Entregado,1.0,2025-12-15,12
4564,101474,20251215,2025-12-16,1021,10,26,34,1.47,0.56,49.98,19.04,30.94,Entregado,1.0,2025-12-15,12
4565,101474,20251215,2025-12-16,1021,10,22,17,5.89,2.57,100.13,43.69,56.44,Entregado,1.0,2025-12-15,12
4566,101474,20251215,2025-12-16,1021,10,5,50,2.19,0.79,109.5,39.5,70.0,Entregado,1.0,2025-12-15,12
4567,101474,20251215,2025-12-16,1021,10,13,41,1.69,0.7,69.29,28.7,40.59,Entregado,1.0,2025-12-15,12
4568,101475,20240306,2024-03-09,1864,13,21,11,3.52,1.44,38.72,15.84,22.88,Entregado,3.0,2024-03-06,3
4569,101475,20240306,2024-03-09,1864,13,11,7,3.07,1.49,21.49,10.43,11.06,Entregado,3.0,2024-03-06,3
4570,101475,20240306,2024-03-09,1864,13,8,18,4.1,2.41,73.8,43.38,30.42,Entregado,3.0,2024-03-06,3
4571,101476,20240125,2024-01-26,755,10,11,29,3.07,1.49,89.03,43.21,45.82,Entregado,1.0,2024-01-25,1
4572,101476,20240125,2024-01-26,755,10,21,34,3.52,1.44,119.68,48.96,70.72,Entregado,1.0,2024-01-25,1
4573,101477,20210609,2021-06-11,706,15,1,8,2.27,1.15,18.16,9.2,8.96,Entregado,2.0,2021-06-09,6
4574,101477,20210609,2021-06-11,706,15,23,5,5.17,2.71,25.85,13.55,12.3,Entregado,2.0,2021-06-09,6
4575,101477,20210609,2021-06-11,706,15,19,7,2.13,1.26,14.91,8.82,6.09,Entregado,2.0,2021-06-09,6
4576,101477,20210609,2021-06-11,706,15,13,11,1.69,0.7,18.59,7.7,10.89,Entregado,2.0,2021-06-09,6
4577,101478,20230503,2023-05-06,1261,17,24,19,3.67,2.07,69.73,39.33,30.4,Entregado,3.0,2023-05-03,5
4578,101478,20230503,2023-05-06,1261,17,12,20,2.54,1.32,50.8,26.4,24.4,Entregado,3.0,2023-05-03,5
4579,101479,20250718,2025-07-19,923,15,28,7,1.22,0.68,8.54,4.76,3.78,Entregado,1.0,2025-07-18,7
4580,101479,20250718,2025-07-19,923,15,23,10,5.17,2.71,51.7,27.1,24.6,Entregado,1.0,2025-07-18,7
4581,101479,20250718,2025-07-19,923,15,13,2,1.69,0.7,3.38,1.4,1.98,Entregado,1.0,2025-07-18,7
4582,101480,20230719,2023-07-22,128,12,18,8,3.38,1.58,27.04,12.64,14.4,Entregado,3.0,2023-07-19,7
4583,101480,20230719,2023-07-22,128,12,19,2,2.13,1.26,4.26,2.52,1.74,Entregado,3.0,2023-07-19,7
4584,101481,20230404,2023-04-07,1056,9,23,8,5.17,2.71,41.36,21.68,19.68,Entregado,3.0,2023-04-04,4
4585,101481,20230404,2023-04-07,1056,9,10,4,2.73,1.51,10.92,6.04,4.88,Entregado,3.0,2023-04-04,4
4586,101482,20241202,2024-12-05,1384,14,7,4,4.06,2.33,16.24,9.32,6.92,Entregado,3.0,2024-12-02,12
4587,101482,20241202,2024-12-05,1384,14,8,5,4.1,2.41,20.5,12.05,8.45,Entregado,3.0,2024-12-02,12
4588,101482,20241202,2024-12-05,1384,14,10,4,2.73,1.51,10.92,6.04,4.88,Entregado,3.0,2024-12-02,12
4589,101483,20250708,2025-07-10,258,9,6,11,5.2,2.27,57.2,24.97,32.23,Entregado,2.0,2025-07-08,7
4590,101483,20250708,2025-07-10,258,9,5,11,2.19,0.79,24.09,8.69,15.4,Entregado,2.0,2025-07-08,7
4591,101484,20220128,2022-01-31,1205,9,8,17,4.1,2.41,69.7,40.97,28.73,Entregado,3.0,2022-01-28,1
4592,101484,20220128,2022-01-31,1205,9,2,8,1.88,0.92,15.04,7.36,7.68,Entregado,3.0,2022-01-28,1
4593,101484,20220128,2022-01-31,1205,9,9,19,4.51,1.63,85.69,30.97,54.72,Entregado,3.0,2022-01-28,1
4594,101485,20211202,2021-12-04,1604,11,24,2,3.67,2.07,7.34,4.14,3.2,Entregado,2.0,2021-12-02,12
4595,101485,20211202,2021-12-04,1604,11,23,2,5.17,2.71,10.34,5.42,4.92,Entregado,2.0,2021-12-02,12
4596,101486,20210908,2021-09-09,268,10,3,3,2.51,0.94,7.53,2.82,4.71,Entregado,1.0,2021-09-08,9
4597,101486,20210908,2021-09-09,268,10,1,7,2.27,1.15,15.89,8.05,7.84,Entregado,1.0,2021-09-08,9
4598,101486,20210908,2021-09-09,268,10,20,3,2.98,1.26,8.94,3.78,5.16,Entregado,1.0,2021-09-08,9
4599,101487,20220706,2022-07-07,613,8,27,13,2.28,0.94,29.64,12.22,17.42,Entregado,1.0,2022-07-06,7
4600,101487,20220706,2022-07-07,613,8,2,18,1.88,0.92,33.84,16.56,17.28,Entregado,1.0,2022-07-06,7
4601,101487,20220706,2022-07-07,613,8,13,7,1.69,0.7,11.83,4.9,6.93,Entregado,1.0,2022-07-06,7
4602,101488,20240517,2024-05-20,351,8,19,25,2.13,1.26,53.25,31.5,21.75,Entregado,3.0,2024-05-17,5
4603,101488,20240517,2024-05-20,351,8,4,27,2.04,1.15,55.08,31.05,24.03,Entregado,3.0,2024-05-17,5
4604,101488,20240517,2024-05-20,351,8,7,15,4.06,2.33,60.9,34.95,25.95,Entregado,3.0,2024-05-17,5
4605,101489,20250121,2025-01-22,1872,10,14,30,2.97,1.79,89.1,53.7,35.4,Entregado,1.0,2025-01-21,1
4606,101489,20250121,2025-01-22,1872,10,9,38,4.51,1.63,171.38,61.94,109.44,Entregado,1.0,2025-01-21,1
4607,101490,20250319,2025-03-22,241,9,21,10,3.52,1.44,35.2,14.4,20.8,Entregado,3.0,2025-03-19,3
4608,101490,20250319,2025-03-22,241,9,9,7,4.51,1.63,31.57,11.41,20.16,Entregado,3.0,2025-03-19,3
4609,101490,20250319,2025-03-22,241,9,6,8,5.2,2.27,41.6,18.16,23.44,Entregado,3.0,2025-03-19,3
4610,101490,20250319,2025-03-22,241,9,7,19,4.06,2.33,77.14,44.27,32.87,Entregado,3.0,2025-03-19,3
4611,101491,20250819,2025-08-20,1354,9,22,20,5.89,2.57,117.8,51.4,66.4,Entregado,1.0,2025-08-19,8
4612,101491,20250819,2025-08-20,1354,9,28,16,1.22,0.68,19.52,10.88,8.64,Entregado,1.0,2025-08-19,8
4613,101491,20250819,2025-08-20,1354,9,18,6,3.38,1.58,20.28,9.48,10.8,Entregado,1.0,2025-08-19,8
4614,101491,20250819,2025-08-20,1354,9,15,17,4.1,1.66,69.7,28.22,41.48,Entregado,1.0,2025-08-19,8
4615,101492,20211105,2021-11-06,468,12,20,3,2.98,1.26,8.94,3.78,5.16,Entregado,1.0,2021-11-05,11
4616,101492,20211105,2021-11-06,468,12,16,4,2.1,0.81,8.4,3.24,5.16,Entregado,1.0,2021-11-05,11
4617,101492,20211105,2021-11-06,468,12,24,5,3.67,2.07,18.35,10.35,8.0,Entregado,1.0,2021-11-05,11
4618,101492,20211105,2021-11-06,468,12,4,12,2.04,1.15,24.48,13.8,10.68,Entregado,1.0,2021-11-05,11
4619,101493,20240401,2024-04-04,1248,9,17,7,2.85,1.2,19.95,8.4,11.55,Entregado,3.0,2024-04-01,4
4620,101493,20240401,2024-04-04,1248,9,18,19,3.38,1.58,64.22,30.02,34.2,Entregado,3.0,2024-04-01,4
4621,101493,20240401,2024-04-04,1248,9,11,6,3.07,1.49,18.42,8.94,9.48,Entregado,3.0,2024-04-01,4
4622,101493,20240401,2024-04-04,1248,9,8,6,4.1,2.41,24.6,14.46,10.14,Entregado,3.0,2024-04-01,4
4623,101493,20240401,2024-04-04,1248,9,14,20,2.97,1.79,59.4,35.8,23.6,Entregado,3.0,2024-04-01,4
4624,101494,20250609,2025-06-10,830,14,10,20,2.73,1.51,54.6,30.2,24.4,Entregado,1.0,2025-06-09,6
4625,101494,20250609,2025-06-10,830,14,19,31,2.13,1.26,66.03,39.06,26.97,Entregado,1.0,2025-06-09,6
4626,101494,20250609,2025-06-10,830,14,28,45,1.22,0.68,54.9,30.6,24.3,Entregado,1.0,2025-06-09,6
4627,101494,20250609,2025-06-10,830,14,1,11,2.27,1.15,24.97,12.65,12.32,Entregado,1.0,2025-06-09,6
4628,101494,20250609,2025-06-10,830,14,27,33,2.28,0.94,75.24,31.02,44.22,Entregado,1.0,2025-06-09,6
4629,101495,20250307,2025-03-09,1651,8,7,6,4.06,2.33,24.36,13.98,10.38,Entregado,2.0,2025-03-07,3
4630,101495,20250307,2025-03-09,1651,8,19,9,2.13,1.26,19.17,11.34,7.83,Entregado,2.0,2025-03-07,3
4631,101495,20250307,2025-03-09,1651,8,9,9,4.51,1.63,40.59,14.67,25.92,Entregado,2.0,2025-03-07,3
4632,101495,20250307,2025-03-09,1651,8,26,10,1.47,0.56,14.7,5.6,9.1,Entregado,2.0,2025-03-07,3
4633,101496,20220418,2022-04-19,337,16,27,11,2.28,0.94,25.08,10.34,14.74,Entregado,1.0,2022-04-18,4
4634,101496,20220418,2022-04-19,337,16,16,11,2.1,0.81,23.1,8.91,14.19,Entregado,1.0,2022-04-18,4
4635,101496,20220418,2022-04-19,337,16,22,7,5.89,2.57,41.23,17.99,23.24,Entregado,1.0,2022-04-18,4
4636,101496,20220418,2022-04-19,337,16,25,4,3.77,2.3,15.08,9.2,5.88,Entregado,1.0,2022-04-18,4
4637,101497,20240405,2024-04-08,962,16,3,3,2.51,0.94,7.53,2.82,4.71,Entregado,3.0,2024-04-05,4
4638,101497,20240405,2024-04-08,962,16,5,2,2.19,0.79,4.38,1.58,2.8,Entregado,3.0,2024-04-05,4
4639,101497,20240405,2024-04-08,962,16,8,5,4.1,2.41,20.5,12.05,8.45,Entregado,3.0,2024-04-05,4
4640,101498,20230614,2023-06-17,1652,11,12,4,2.54,1.32,10.16,5.28,4.88,Entregado,3.0,2023-06-14,6
4641,101498,20230614,2023-06-17,1652,11,28,5,1.22,0.68,6.1,3.4,2.7,Entregado,3.0,2023-06-14,6
4642,101498,20230614,2023-06-17,1652,11,1,5,2.27,1.15,11.35,5.75,5.6,Entregado,3.0,2023-06-14,6
4643,101498,20230614,2023-06-17,1652,11,11,3,3.07,1.49,9.21,4.47,4.74,Entregado,3.0,2023-06-14,6
4644,101499,20230328,,437,9,28,10,1.22,0.68,0.0,0.0,0.0,Cancelado,,2023-03-28,3
4645,101499,20230328,,437,9,4,7,2.04,1.15,0.0,0.0,0.0,Cancelado,,2023-03-28,3
4646,101499,20230328,,437,9,17,9,2.85,1.2,0.0,0.0,0.0,Cancelado,,2023-03-28,3
4647,101500,20240628,2024-06-30,1271,8,22,6,5.89,2.57,35.34,15.42,19.92,Entregado,2.0,2024-06-28,6
4648,101500,20240628,2024-06-30,1271,8,25,9,3.77,2.3,33.93,20.7,13.23,Entregado,2.0,2024-06-28,6
4649,101501,20230103,2023-01-05,1748,16,14,9,2.97,1.79,26.73,16.11,10.62,Entregado,2.0,2023-01-03,1
4650,101501,20230103,2023-01-05,1748,16,7,3,4.06,2.33,12.18,6.99,5.19,Entregado,2.0,2023-01-03,1
4651,101501,20230103,2023-01-05,1748,16,9,9,4.51,1.63,40.59,14.67,25.92,Entregado,2.0,2023-01-03,1
4652,101501,20230103,2023-01-05,1748,16,1,7,2.27,1.15,15.89,8.05,7.84,Entregado,2.0,2023-01-03,1
4653,101502,20240610,2024-06-12,1643,13,28,12,1.22,0.68,14.64,8.16,6.48,Entregado,2.0,2024-06-10,6
4654,101502,20240610,2024-06-12,1643,13,5,12,2.19,0.79,26.28,9.48,16.8,Entregado,2.0,2024-06-10,6
4655,101502,20240610,2024-06-12,1643,13,12,9,2.54,1.32,22.86,11.88,10.98,Entregado,2.0,2024-06-10,6
4656,101502,20240610,2024-06-12,1643,13,1,3,2.27,1.15,6.81,3.45,3.36,Entregado,2.0,2024-06-10,6
4657,101502,20240610,2024-06-12,1643,13,3,11,2.51,0.94,27.61,10.34,17.27,Entregado,2.0,2024-06-10,6
4658,101503,20231220,2023-12-21,780,8,24,7,3.67,2.07,25.69,14.49,11.2,Entregado,1.0,2023-12-20,12
4659,101503,20231220,2023-12-21,780,8,21,10,3.52,1.44,35.2,14.4,20.8,Entregado,1.0,2023-12-20,12
4660,101504,20221213,2022-12-15,368,12,23,50,5.17,2.71,258.5,135.5,123.0,Entregado,2.0,2022-12-13,12
4661,101504,20221213,2022-12-15,368,12,19,27,2.13,1.26,57.51,34.02,23.49,Entregado,2.0,2022-12-13,12
4662,101504,20221213,2022-12-15,368,12,14,23,2.97,1.79,68.31,41.17,27.14,Entregado,2.0,2022-12-13,12
4663,101505,20240513,2024-05-14,1822,9,7,10,4.06,2.33,40.6,23.3,17.3,Entregado,1.0,2024-05-13,5
4664,101505,20240513,2024-05-14,1822,9,1,7,2.27,1.15,15.89,8.05,7.84,Entregado,1.0,2024-05-13,5
4665,101505,20240513,2024-05-14,1822,9,20,8,2.98,1.26,23.84,10.08,13.76,Entregado,1.0,2024-05-13,5
4666,101505,20240513,2024-05-14,1822,9,4,11,2.04,1.15,22.44,12.65,9.79,Entregado,1.0,2024-05-13,5
4667,101505,20240513,2024-05-14,1822,9,18,8,3.38,1.58,27.04,12.64,14.4,Entregado,1.0,2024-05-13,5
4668,101505,20240513,2024-05-14,1822,9,10,12,2.73,1.51,32.76,18.12,14.64,Entregado,1.0,2024-05-13,5
4669,101506,20220829,2022-08-31,1843,11,27,4,2.28,0.94,9.12,3.76,5.36,Entregado,2.0,2022-08-29,8
4670,101506,20220829,2022-08-31,1843,11,17,8,2.85,1.2,22.8,9.6,13.2,Entregado,2.0,2022-08-29,8
4671,101506,20220829,2022-08-31,1843,11,18,12,3.38,1.58,40.56,18.96,21.6,Entregado,2.0,2022-08-29,8
4672,101506,20220829,2022-08-31,1843,11,8,12,4.1,2.41,49.2,28.92,20.28,Entregado,2.0,2022-08-29,8
4673,101507,20240905,2024-09-06,234,8,25,4,3.77,2.3,15.08,9.2,5.88,Entregado,1.0,2024-09-05,9
4674,101507,20240905,2024-09-06,234,8,27,4,2.28,0.94,9.12,3.76,5.36,Entregado,1.0,2024-09-05,9
4675,101507,20240905,2024-09-06,234,8,3,12,2.51,0.94,30.12,11.28,18.84,Entregado,1.0,2024-09-05,9
4676,101507,20240905,2024-09-06,234,8,28,5,1.22,0.68,6.1,3.4,2.7,Entregado,1.0,2024-09-05,9
4677,101507,20240905,2024-09-06,234,8,1,9,2.27,1.15,20.43,10.35,10.08,Entregado,1.0,2024-09-05,9
4678,101507,20240905,2024-09-06,234,8,22,11,5.89,2.57,64.79,28.27,36.52,Entregado,1.0,2024-09-05,9
4679,101508,20250430,2025-05-03,1205,9,9,16,4.51,1.63,72.16,26.08,46.08,Entregado,3.0,2025-04-30,4
4680,101508,20250430,2025-05-03,1205,9,3,20,2.51,0.94,50.2,18.8,31.4,Entregado,3.0,2025-04-30,4
4681,101508,20250430,2025-05-03,1205,9,24,9,3.67,2.07,33.03,18.63,14.4,Entregado,3.0,2025-04-30,4
4682,101508,20250430,2025-05-03,1205,9,1,9,2.27,1.15,20.43,10.35,10.08,Entregado,3.0,2025-04-30,4
4683,101509,20230926,2023-09-28,176,16,25,12,3.77,2.3,45.24,27.6,17.64,Entregado,2.0,2023-09-26,9
4684,101509,20230926,2023-09-28,176,16,8,10,4.1,2.41,41.0,24.1,16.9,Entregado,2.0,2023-09-26,9
4685,101509,20230926,2023-09-28,176,16,23,2,5.17,2.71,10.34,5.42,4.92,Entregado,2.0,2023-09-26,9
4686,101509,20230926,2023-09-28,176,16,10,11,2.73,1.51,30.03,16.61,13.42,Entregado,2.0,2023-09-26,9
4687,101509,20230926,2023-09-28,176,16,18,3,3.38,1.58,10.14,4.74,5.4,Entregado,2.0,2023-09-26,9
4688,101510,20210923,2021-09-24,150,14,12,8,2.54,1.32,20.32,10.56,9.76,Entregado,1.0,2021-09-23,9
4689,101510,20210923,2021-09-24,150,14,7,5,4.06,2.33,20.3,11.65,8.65,Entregado,1.0,2021-09-23,9
4690,101510,20210923,2021-09-24,150,14,19,12,2.13,1.26,25.56,15.12,10.44,Entregado,1.0,2021-09-23,9
4691,101510,20210923,2021-09-24,150,14,22,8,5.89,2.57,47.12,20.56,26.56,Entregado,1.0,2021-09-23,9
4692,101510,20210923,2021-09-24,150,14,5,3,2.19,0.79,6.57,2.37,4.2,Entregado,1.0,2021-09-23,9
4693,101510,20210923,2021-09-24,150,14,1,8,2.27,1.15,18.16,9.2,8.96,Entregado,1.0,2021-09-23,9
4694,101511,20210219,2021-02-22,144,12,8,9,4.1,2.41,36.9,21.69,15.21,Entregado,3.0,2021-02-19,2
4695,101511,20210219,2021-02-22,144,12,6,13,5.2,2.27,67.6,29.51,38.09,Entregado,3.0,2021-02-19,2
4696,101512,20210412,,1692,14,10,10,2.73,1.51,0.0,0.0,0.0,Cancelado,,2021-04-12,4
4697,101512,20210412,,1692,14,1,8,2.27,1.15,0.0,0.0,0.0,Cancelado,,2021-04-12,4
4698,101512,20210412,,1692,14,17,11,2.85,1.2,0.0,0.0,0.0,Cancelado,,2021-04-12,4
4699,101512,20210412,,1692,14,12,2,2.54,1.32,0.0,0.0,0.0,Cancelado,,2021-04-12,4
4700,101512,20210412,,1692,14,18,10,3.38,1.58,0.0,0.0,0.0,Cancelado,,2021-04-12,4
