productividad_id,fecha_id,empleado_id,pedidos_gestionados,importe_vendido,objetivo_diario,cumplimiento_pct
1810,20211215,14,1,48.16,1390,3.46
1811,20211215,16,2,245.2,758,32.35
1812,20211216,8,2,741.99,877,84.61
1813,20211216,9,4,528.4,821,64.36
1814,20211216,10,1,88.16,900,9.8
1815,20211216,12,1,323.23,1471,21.97
1816,20211216,13,1,45.7,1528,2.99
1817,20211216,14,1,14.85,1410,1.05
1818,20211216,15,4,480.5,1508,31.86
1819,20211217,8,1,158.6,1701,9.32
1820,20211217,9,1,82.59,1378,5.99
1821,20211217,10,2,199.88,1631,12.26
1822,20211217,11,3,259.2,1544,16.79
1823,20211217,12,1,235.0,867,27.1
1824,20211217,13,4,474.73,1622,29.27
1825,20211217,15,3,150.65,1377,10.94
1826,20211220,8,1,103.0,614,16.78
1827,20211220,9,1,53.34,1783,2.99
1828,20211220,10,1,39.02,903,4.32
1829,20211220,11,1,278.24,630,44.17
1830,20211220,12,3,950.88,627,151.66
1831,20211220,13,4,390.33,1352,28.87
1832,20211220,14,4,418.48,1494,28.01
1833,20211220,15,1,79.56,1431,5.56
1834,20211220,16,4,858.56,821,104.57
1835,20211220,17,1,29.36,1339,2.19
1836,20211221,8,2,372.31,964,38.62
1837,20211221,9,1,243.66,733,33.24
1838,20211221,10,2,386.27,692,55.82
1839,20211221,11,3,288.69,1266,22.8
1840,20211221,12,1,120.01,1593,7.53
1841,20211221,14,1,75.28,1266,5.95
1842,20211221,15,4,569.87,632,90.17
1843,20211221,16,1,112.7,1161,9.71
1844,20211222,8,1,81.09,853,9.51
1845,20211222,9,1,11.35,1606,0.71
1846,20211222,10,1,64.7,1720,3.76
1847,20211222,11,2,637.06,907,70.24
1848,20211222,12,1,88.0,1092,8.06
1849,20211222,13,3,160.36,861,18.62
1850,20211222,14,2,229.8,1298,17.7
1851,20211222,15,3,218.1,672,32.46
1852,20211223,8,2,529.91,1709,31.01
1853,20211223,9,1,76.75,1014,7.57
1854,20211223,10,1,165.45000000000002,1363,12.14
1855,20211223,12,2,290.95,1308,22.24
1856,20211223,14,3,290.98,1359,21.41
1857,20211223,15,5,431.41,1437,30.02
1858,20220103,8,6,369.52,633,58.38
1859,20220103,10,4,663.03,912,72.7
1860,20220103,11,1,145.65,1280,11.38
1861,20220103,12,1,55.45,858,6.46
1862,20220103,13,3,415.1,1721,24.12
1863,20220103,17,1,72.8,1439,5.06
1864,20220104,8,3,345.87,788,43.89
1865,20220104,9,2,192.73,1407,13.7
1866,20220104,11,2,356.67,1066,33.46
1867,20220104,12,2,158.54,814,19.48
1868,20220104,13,3,346.17,1371,25.25
1869,20220104,14,2,189.59,822,23.06
1870,20220104,15,3,855.88,1668,51.31
1871,20220104,16,1,79.63,1140,6.99
1872,20220104,17,1,99.44,866,11.48
1873,20220105,8,5,244.94,613,39.96
1874,20220105,9,2,125.68,1132,11.1
1875,20220105,10,2,152.76,1645,9.29
1876,20220105,11,5,391.44,1560,25.09
1877,20220105,14,2,335.54,1418,23.66
1878,20220105,15,3,358.34,681,52.62
1879,20220105,16,1,134.38,902,14.9
1880,20220107,8,1,173.99,721,24.13
1881,20220107,9,2,464.65,1109,41.9
1882,20220107,11,2,96.78,1778,5.44
1883,20220107,13,1,130.1,1544,8.43
1884,20220107,14,2,114.7,1054,10.88
1885,20220107,15,2,134.32999999999998,885,15.18
1886,20220107,16,2,192.38,756,25.45
1887,20220110,8,3,268.03000000000003,1493,17.95
1888,20220110,9,3,184.09,1110,16.58
1889,20220110,10,1,103.35,1427,7.24
1890,20220110,11,3,335.89,668,50.28
1891,20220110,12,1,82.24000000000001,1695,4.85
1892,20220110,13,2,118.14,1583,7.46
1893,20220110,14,1,163.73000000000002,1724,9.5
1894,20220110,15,2,378.83,1571,24.11
1895,20220110,16,1,15.04,768,1.96
1896,20220111,9,2,92.5,1093,8.46
1897,20220111,10,1,142.92,1477,9.68
1898,20220111,12,1,30.1,1219,2.47
1899,20220111,14,1,126.41,1465,8.63
1900,20220111,15,3,299.52,750,39.94
1901,20220111,16,2,118.92,1641,7.25
1902,20220111,17,1,62.11,1095,5.67
1903,20220112,8,2,206.58,724,28.53
1904,20220112,9,1,124.15,1181,10.51
1905,20220112,10,1,37.16,1491,2.49
1906,20220112,11,2,315.05,915,34.43
1907,20220112,12,1,55.25,1219,4.53
1908,20220112,14,1,344.27,1287,26.75
1909,20220112,15,2,237.7,1247,19.06
1910,20220112,16,3,596.9300000000001,1687,35.38
1911,20220113,8,7,848.36,1491,56.9
1912,20220113,9,2,144.44,1113,12.98
1913,20220113,10,2,52.47,1498,3.5
1914,20220113,11,1,36.86,772,4.77
1915,20220113,12,1,70.87,1673,4.24
1916,20220113,14,1,269.44,621,43.39
1917,20220113,15,1,63.75,1727,3.69
1918,20220113,16,1,129.25,1162,11.12
1919,20220114,8,2,149.65,703,21.29
1920,20220114,9,3,499.69,642,77.83
1921,20220114,10,2,80.53999999999999,1568,5.14
1922,20220114,11,1,67.83,776,8.74
1923,20220114,13,3,238.47,1542,15.46
1924,20220114,14,2,120.65,1731,6.97
1925,20220114,15,1,142.79999999999998,1034,13.81
1926,20220114,17,1,15.81,1446,1.09
1927,20220117,8,1,115.95,1399,8.29
1928,20220117,9,7,710.09,706,100.58
1929,20220117,10,1,228.09,1004,22.72
1930,20220117,11,2,124.65,989,12.6
1931,20220117,12,2,184.59,881,20.95
1932,20220117,13,2,5.88,882,0.67
1933,20220117,14,3,287.84,1628,17.68
1934,20220117,17,1,358.01,1558,22.98
1935,20220118,8,1,32.8,1705,1.92
1936,20220118,9,2,245.77,808,30.42
1937,20220118,10,4,123.86,1241,9.98
1938,20220118,11,1,35.08,752,4.66
1939,20220118,12,1,154.45,1164,13.27
1940,20220118,13,1,18.8,613,3.07
1941,20220118,14,1,85.16,813,10.47
1942,20220118,16,2,22.36,696,3.21
1943,20220119,9,3,242.81,1543,15.74
1944,20220119,10,2,226.97,1548,14.66
1945,20220119,11,1,96.42,1780,5.42
1946,20220119,13,1,63.31,1298,4.88
1947,20220119,14,1,146.45999999999998,863,16.97
1948,20220119,15,2,262.4,1752,14.98
1949,20220119,16,1,178.46,1753,10.18
1950,20220120,8,2,263.94,1170,22.56
1951,20220120,9,1,222.55,1239,17.96
1952,20220120,10,2,358.84000000000003,945,37.97
1953,20220120,11,1,31.5,901,3.5
1954,20220120,12,2,99.26,890,11.15
1955,20220120,15,1,94.05,687,13.69
1956,20220120,17,1,146.22,1171,12.49
1957,20220121,8,2,214.35,737,29.08
1958,20220121,9,2,198.97,919,21.65
1959,20220121,10,2,233.69,1402,16.67
1960,20220121,11,2,215.5,1299,16.59
1961,20220121,12,1,50.61,1741,2.91
1962,20220121,13,1,90.2,652,13.83
1963,20220121,15,1,80.42,1138,7.07
1964,20220121,17,4,472.2,1730,27.29
1965,20220124,8,1,19.72,923,2.14
1966,20220124,9,2,209.04,1322,15.81
1967,20220124,10,1,34.29,1291,2.66
1968,20220124,11,1,63.84,665,9.6
1969,20220124,12,1,384.49,818,47.0
1970,20220124,13,1,41.35,1561,2.65
1971,20220124,15,2,261.23,809,32.29
1972,20220125,8,1,0.0,1646,0.0
1973,20220125,9,3,293.65,1000,29.36
1974,20220125,10,2,111.52,1523,7.32
1975,20220125,11,4,374.48,725,51.65
1976,20220125,13,1,63.89,1574,4.06
1977,20220125,14,2,88.67,734,12.08
1978,20220125,15,5,617.89,1241,49.79
1979,20220126,8,2,248.84,762,32.66
1980,20220126,9,1,40.37,1385,2.91
1981,20220126,10,2,112.55,1729,6.51
1982,20220126,11,2,163.16,1663,9.81
1983,20220126,15,3,549.08,1589,34.56
1984,20220126,16,2,351.05,1143,30.71
1985,20220127,8,2,125.17,1466,8.54
1986,20220127,9,2,163.78,1013,16.17
1987,20220127,10,6,562.22,1053,53.39
1988,20220127,12,1,77.27,811,9.53
1989,20220127,14,1,82.08,669,12.27
1990,20220127,15,3,129.9,895,14.51
1991,20220127,16,1,223.3,1485,15.04
1992,20220128,8,3,214.48,1498,14.32
1993,20220128,9,2,307.79,854,36.04
1994,20220128,10,1,166.13,733,22.66
1995,20220128,11,4,626.42,1752,35.75
1996,20220128,12,1,82.56,1755,4.7
1997,20220128,13,4,215.22,626,34.38
1998,20220128,15,2,127.68,1411,9.05
1999,20220128,16,3,363.14,708,51.29
2000,20220128,17,1,54.46,1750,3.11
2001,20220131,8,2,209.86,1216,17.26
2002,20220131,9,2,249.55,1553,16.07
2003,20220131,10,1,185.15,1557,11.89
2004,20220131,11,3,273.04,1081,25.26
2005,20220131,12,1,190.64,1231,15.49
2006,20220131,13,1,64.78,1563,4.14
2007,20220131,14,2,163.59,1260,12.98
2008,20220131,15,1,96.78,902,10.73
2009,20220131,16,3,279.96,1035,27.05
2010,20220131,17,1,91.1,735,12.39
2011,20220201,8,2,84.6,777,10.89
2012,20220201,9,1,101.2,988,10.24
2013,20220201,11,1,50.43,609,8.28
2014,20220201,12,2,183.03,683,26.8
2015,20220201,14,1,122.16,1718,7.11
2016,20220201,15,2,218.17,1068,20.43
2017,20220201,16,1,93.69,875,10.71
2018,20220201,17,1,51.23,1650,3.1
2019,20220202,8,1,84.82000000000001,1654,5.13
2020,20220202,10,3,547.82,627,87.37
2021,20220202,11,2,221.55,1000,22.15
2022,20220202,12,1,112.95,1672,6.76
2023,20220202,13,2,122.22,1033,11.83
2024,20220202,14,1,49.38,1271,3.89
2025,20220202,15,5,985.25,852,115.64
2026,20220203,8,2,318.43,941,33.84
2027,20220203,9,3,287.91,1627,17.7
2028,20220203,10,3,294.82,1781,16.55
2029,20220203,11,2,205.65,1292,15.92
2030,20220203,12,1,89.47999999999999,1288,6.95
2031,20220203,14,1,67.1,1321,5.08
2032,20220203,15,4,427.34,842,50.75
2033,20220203,16,2,83.19,1386,6.0
2034,20220204,8,2,130.61,1281,10.2
2035,20220204,9,2,283.75,1185,23.95
2036,20220204,11,3,225.57,1091,20.68
2037,20220204,12,1,211.35,1525,13.86
2038,20220204,13,2,57.78,1284,4.5
2039,20220204,14,1,60.38,1564,3.86
2040,20220204,15,2,341.58,714,47.84
2041,20220207,8,1,63.03999999999999,1779,3.54
2042,20220207,9,1,62.190000000000005,684,9.09
2043,20220207,10,3,693.31,1209,57.35
2044,20220207,11,1,118.62,1414,8.39
2045,20220207,12,1,74.25,1327,5.6
2046,20220207,13,2,169.44,802,21.13
2047,20220207,14,2,161.79,1068,15.15
2048,20220207,15,2,390.71,1481,26.38
2049,20220207,16,3,228.96,1712,13.37
2050,20220207,17,1,177.73999999999998,1705,10.42
2051,20220208,8,3,225.88,1214,18.61
2052,20220208,9,3,359.67,776,46.35
2053,20220208,10,3,251.87,856,29.42
2054,20220208,11,2,149.2,1286,11.6
2055,20220208,12,1,15.89,1243,1.28
2056,20220208,13,3,206.32,1507,13.69
2057,20220208,14,3,307.26,1304,23.56
2058,20220208,15,1,35.96,1792,2.01
2059,20220208,16,1,101.07,890,11.36
2060,20220209,8,1,33.620000000000005,1472,2.28
2061,20220209,10,4,1022.58,1558,65.63
2062,20220209,11,3,275.84,1180,23.38
2063,20220209,12,3,228.35,1463,15.61
2064,20220209,13,1,167.75,1156,14.51
2065,20220209,15,2,106.35,1173,9.07
2066,20220209,16,1,163.44,919,17.78
2067,20220210,8,5,301.78,966,31.24
2068,20220210,9,1,40.09,1125,3.56
2069,20220210,10,3,350.13,1786,19.6
2070,20220210,11,2,302.76,1686,17.96
2071,20220210,12,2,350.17,1612,21.72
2072,20220210,13,3,664.94,843,78.88
2073,20220210,14,3,553.16,1150,48.1
2074,20220210,15,3,148.43,1487,9.98
2075,20220210,16,1,109.63,938,11.69
2076,20220211,8,1,90.2,1099,8.21
2077,20220211,9,1,164.06,1567,10.47
2078,20220211,10,1,94.75,1325,7.15
2079,20220211,11,1,46.85,721,6.5
2080,20220211,12,2,197.51,826,23.91
2081,20220211,13,3,281.92,1477,19.09
2082,20220211,14,2,406.53,1113,36.53
2083,20220211,15,1,181.08,1184,15.29
2084,20220214,8,5,996.28,749,133.01
2085,20220214,9,1,463.62,1262,36.74
2086,20220214,10,2,580.54,1369,42.41
2087,20220214,11,1,44.98,1235,3.64
2088,20220214,12,1,89.39,1750,5.11
2089,20220214,13,2,126.93,1182,10.74
2090,20220214,15,2,147.85,1541,9.59
2091,20220215,8,4,293.5,778,37.72
2092,20220215,9,5,381.36,842,45.29
2093,20220215,10,1,165.49,1115,14.84
2094,20220215,11,1,76.02,742,10.25
2095,20220215,13,2,158.98000000000002,819,19.41
2096,20220215,14,2,195.33,1642,11.9
2097,20220215,15,1,38.74,1177,3.29
2098,20220215,16,3,309.94,1707,18.16
2099,20220215,17,2,121.43,1408,8.62
2100,20220216,8,4,492.0,752,65.43
2101,20220216,9,1,55.57,800,6.95
2102,20220216,10,5,369.16,1379,26.77
2103,20220216,11,3,284.54,1641,17.34
2104,20220216,13,1,13.53,1715,0.79
2105,20220216,14,1,69.78999999999999,1208,5.78
2106,20220216,15,1,312.05999999999995,1541,20.25
2107,20220216,16,3,272.29,643,42.35
2108,20220216,17,1,57.38,1345,4.27
2109,20220217,8,3,541.66,903,59.98
2110,20220217,9,1,680.0699999999999,1672,40.67
2111,20220217,10,3,633.78,699,90.67
2112,20220217,11,1,595.62,968,61.53
2113,20220217,12,5,177.59,1616,10.99
2114,20220217,13,1,69.7,892,7.81
2115,20220217,15,2,169.45,653,25.95
2116,20220217,17,1,70.75,1518,4.66
2117,20220218,8,4,410.31,1787,22.96
2118,20220218,9,2,279.74,668,41.88
2119,20220218,10,3,287.29,1714,16.76
2120,20220218,11,1,99.34,1175,8.45
2121,20220218,12,4,285.48,976,29.25
2122,20220218,13,2,219.4,1328,16.52
2123,20220218,14,1,78.38,1538,5.1
2124,20220218,15,3,210.74,621,33.94
2125,20220218,16,1,134.22,740,18.14
2126,20220218,17,1,24.6,725,3.39
2127,20220221,8,3,265.48,1491,17.81
2128,20220221,9,5,488.83,1061,46.07
2129,20220221,10,2,86.43,1539,5.62
2130,20220221,11,2,110.34,1630,6.77
2131,20220221,13,1,83.2,1484,5.61
2132,20220221,14,3,291.42,645,45.18
2133,20220221,15,1,587.19,1295,45.34
2134,20220222,8,4,372.6,1281,29.09
2135,20220222,9,1,116.71,793,14.72
2136,20220222,11,2,101.36,721,14.06
2137,20220222,12,1,89.96,1553,5.79
2138,20220222,13,2,142.69,738,19.33
2139,20220222,14,2,197.64,1242,15.91
2140,20220222,15,2,334.97,1300,25.77
2141,20220222,16,2,168.86,1763,9.58
2142,20220223,9,2,201.86,1618,12.48
2143,20220223,10,1,297.33000000000004,1281,23.21
2144,20220223,11,5,477.59,1642,29.09
2145,20220223,13,1,103.81,1371,7.57
2146,20220223,14,1,66.39,1630,4.07
2147,20220223,16,2,140.85,1468,9.59
2148,20220224,8,2,363.57,1040,34.96
2149,20220224,10,1,163.09,1080,15.1
2150,20220224,12,2,104.41,809,12.91
2151,20220224,13,1,35.88,928,3.87
2152,20220224,14,2,470.93,1631,28.87
2153,20220224,15,7,1279.73,1110,115.29
2154,20220224,16,2,146.48,1131,12.95
2155,20220225,8,3,162.06,1677,9.66
2156,20220225,9,2,223.1,668,33.4
2157,20220225,11,2,365.06,1354,26.96
2158,20220225,12,1,26.39,869,3.04
2159,20220225,13,1,188.2,1344,14.0
2160,20220225,14,1,83.88,1102,7.61
2161,20220225,15,2,484.04,1651,29.32
2162,20220228,8,2,517.79,1697,30.51
2163,20220228,9,2,191.63,1709,11.21
2164,20220228,10,2,95.57,1794,5.33
2165,20220228,11,1,97.49,917,10.63
2166,20220228,12,1,75.57,1093,6.91
2167,20220228,14,1,22.44,1394,1.61
2168,20220228,15,1,25.97,1006,2.58
2169,20220228,16,4,243.84,1535,15.89
2170,20220301,8,1,90.14,1295,6.96
2171,20220301,9,2,145.71,633,23.02
2172,20220301,10,2,222.53,1289,17.26
2173,20220301,11,3,204.88,712,28.78
2174,20220301,12,4,185.03,1604,11.54
2175,20220301,13,1,16.97,1346,1.26
2176,20220301,14,1,215.1,1791,12.01
2177,20220301,15,5,400.72,790,50.72
2178,20220301,16,3,199.34,854,23.34
2179,20220302,8,5,365.47,973,37.56
2180,20220302,9,3,281.36,1694,16.61
2181,20220302,10,2,163.3,964,16.94
2182,20220302,11,3,327.72,619,52.94
2183,20220302,12,1,36.34,1344,2.7
2184,20220302,13,1,54.22,1557,3.48
2185,20220302,14,2,109.67,1208,9.08
2186,20220302,16,1,89.46,1635,5.47
2187,20220302,17,1,20.68,1103,1.87
2188,20220303,8,1,28.74,1625,1.77
2189,20220303,10,2,177.59,1576,11.27
2190,20220303,11,5,445.15,1636,27.21
2191,20220303,12,2,43.36,778,5.57
2192,20220303,13,2,248.73,1076,23.12
2193,20220303,14,2,122.36,882,13.87
2194,20220303,15,5,492.43,1266,38.9
2195,20220303,16,2,100.11,1442,6.94
2196,20220304,8,2,538.69,1314,41.0
2197,20220304,9,3,163.35,1109,14.73
2198,20220304,10,2,106.49,1499,7.1
2199,20220304,11,2,236.12,724,32.61
2200,20220304,12,1,36.04,729,4.94
2201,20220304,13,1,39.26,1701,2.31
2202,20220304,14,2,178.56,1686,10.59
2203,20220304,17,1,87.31,1719,5.08
2204,20220307,9,2,158.48999999999998,1110,14.28
2205,20220307,10,3,336.73,1306,25.78
2206,20220307,11,3,262.06,1206,21.73
2207,20220307,12,2,134.29000000000002,1522,8.82
2208,20220307,13,2,171.13,1448,11.82
2209,20220307,14,2,159.59,606,26.33
2210,20220307,15,1,52.12,1050,4.96
2211,20220308,8,2,184.41,1064,17.33
2212,20220308,9,4,567.96,808,70.29
2213,20220308,11,3,368.8,682,54.08
2214,20220308,12,1,80.14,1215,6.6
2215,20220308,13,2,127.57,657,19.42
2216,20220308,14,1,678.84,1380,49.19
2217,20220308,15,1,66.3,912,7.27
2218,20220308,16,1,92.02,763,12.06
2219,20220309,8,3,214.76,1354,15.86
2220,20220309,9,4,261.94,1417,18.49
2221,20220309,11,1,82.25,831,9.9
2222,20220309,12,1,89.76,1529,5.87
2223,20220309,15,2,420.68,1675,25.12
2224,20220309,16,1,46.32,991,4.67
2225,20220309,17,1,31.56,1071,2.95
2226,20220310,8,4,294.31,760,38.72
2227,20220310,10,1,103.14,972,10.61
2228,20220310,11,3,251.11,1324,18.97
2229,20220310,13,1,78.18,705,11.09
2230,20220310,14,3,352.53000000000003,1051,33.54
2231,20220310,15,1,33.18,609,5.45
2232,20220310,16,1,57.68,1263,4.57
2233,20220310,17,2,149.12,608,24.53
2234,20220311,8,1,71.9,1502,4.79
2235,20220311,9,6,394.93,827,47.75
2236,20220311,10,1,43.58,1440,3.03
2237,20220311,11,2,252.16,976,25.84
2238,20220311,12,3,275.82,1327,20.79
2239,20220311,13,3,256.69,786,32.66
2240,20220311,14,3,856.3199999999999,1465,58.45
2241,20220311,15,5,462.54,1385,33.4
2242,20220314,9,1,51.86,1177,4.41
2243,20220314,10,1,340.56,1207,28.22
2244,20220314,11,2,259.62,1662,15.62
2245,20220314,12,1,160.22,898,17.84
2246,20220314,13,3,167.44,918,18.24
2247,20220314,14,2,346.44,754,45.95
2248,20220314,15,1,32.74,1152,2.84
2249,20220314,16,2,79.78,682,11.7
2250,20220314,17,1,14.91,612,2.44
2251,20220315,9,4,787.01,1630,48.28
2252,20220315,10,1,47.38,1288,3.68
2253,20220315,11,4,287.53,1293,22.24
2254,20220315,12,1,91.31,1539,5.93
2255,20220315,13,1,125.88,777,16.2
2256,20220315,14,1,125.07,1463,8.55
2257,20220315,15,3,342.53,1439,23.8
2258,20220315,16,1,421.49,1468,28.71
2259,20220315,17,1,56.82,1545,3.68
2260,20220316,8,2,663.14,1616,41.04
2261,20220316,9,1,89.99000000000001,1460,6.16
2262,20220316,10,2,285.79,990,28.87
2263,20220316,11,2,190.01,1382,13.75
2264,20220316,12,1,60.45,802,7.54
2265,20220316,14,2,371.5,838,44.33
2266,20220316,15,2,266.61,1262,21.13
2267,20220317,8,2,64.76,877,7.38
2268,20220317,9,3,208.72,1672,12.48
2269,20220317,11,1,61.77,870,7.1
2270,20220317,12,3,168.53,1024,16.46
2271,20220317,13,1,107.4,1600,6.71
2272,20220317,15,4,378.31,1574,24.03
2273,20220317,16,2,87.97,1309,6.72
2274,20220318,8,1,146.03,1705,8.56
2275,20220318,10,1,57.83,788,7.34
2276,20220318,12,2,103.04,775,13.3
2277,20220318,14,1,53.67,1043,5.15
2278,20220318,15,3,442.89,762,58.12
2279,20220318,17,1,46.42,822,5.65
2280,20220321,8,5,403.49,742,54.38
2281,20220321,9,1,315.4,1518,20.78
2282,20220321,10,1,48.56,1596,3.04
2283,20220321,11,3,157.96,1480,10.67
2284,20220321,12,2,292.34,748,39.08
2285,20220321,13,1,137.57,754,18.25
2286,20220321,15,1,64.11,624,10.27
2287,20220321,16,2,113.88,1290,8.83
2288,20220322,9,2,250.16,1546,16.18
2289,20220322,10,3,249.8,1116,22.38
2290,20220322,11,2,87.71,1648,5.32
2291,20220322,12,1,39.23,1761,2.23
2292,20220322,15,2,387.21,1194,32.43
2293,20220322,17,1,86.22,1109,7.77
2294,20220323,8,2,248.52,668,37.2
2295,20220323,9,2,146.3,1015,14.41
2296,20220323,10,3,281.37,1472,19.11
2297,20220323,11,1,67.63,1577,4.29
2298,20220323,12,2,204.48,1440,14.2
2299,20220323,13,3,74.43,1418,5.25
2300,20220323,15,1,7.62,640,1.19
2301,20220323,16,3,188.69,1097,17.2
2302,20220324,8,4,508.64,618,82.3
2303,20220324,9,1,95.3,1723,5.53
2304,20220324,10,2,113.23,1208,9.37
2305,20220324,11,3,199.29,1215,16.4
2306,20220324,12,4,401.67,731,54.95
2307,20220324,13,2,199.83,920,21.72
2308,20220324,14,1,32.76,1040,3.15
2309,20220324,15,1,57.68000000000001,1277,4.52
2310,20220325,8,2,155.45,935,16.63
2311,20220325,9,2,439.66,1381,31.84
2312,20220325,10,2,825.04,1040,79.33
2313,20220325,11,1,84.85,601,14.12
2314,20220325,12,2,254.71,912,27.93
2315,20220325,13,1,35.41,1319,2.68
2316,20220325,14,2,474.26,1303,36.4
2317,20220325,15,1,54.15,662,8.18
2318,20220325,16,1,161.7,847,19.09
2319,20220328,8,2,139.86,966,14.48
2320,20220328,9,1,238.58,869,27.45
2321,20220328,10,1,110.81,1441,7.69
2322,20220328,11,1,74.01,994,7.45
2323,20220328,12,3,217.84,1417,15.37
2324,20220328,13,3,226.9,1236,18.36
2325,20220328,15,2,163.59,1570,10.42
2326,20220328,16,2,265.15,766,34.61
2327,20220329,8,2,168.78,919,18.37
2328,20220329,9,2,338.12,1251,27.03
2329,20220329,10,1,94.63,1413,6.7
2330,20220329,11,5,373.51,835,44.73
2331,20220329,12,2,264.08,989,26.7
2332,20220329,13,2,50.64,1032,4.91
2333,20220329,14,1,46.01,743,6.19
2334,20220329,15,4,302.53,1057,28.62
2335,20220330,8,2,100.33,976,10.28
2336,20220330,9,3,169.99,604,28.14
2337,20220330,10,1,27.04,999,2.71
2338,20220330,11,2,251.56,1076,23.38
2339,20220330,12,2,134.82,1162,11.6
2340,20220330,14,3,223.64,742,30.14
2341,20220330,15,6,412.01,731,56.36
2342,20220330,16,1,27.68,1732,1.6
2343,20220330,17,1,30.16,1532,1.97
2344,20220331,8,2,67.6,696,9.71
2345,20220331,10,3,314.19,1768,17.77
2346,20220331,11,2,173.1,658,26.31
2347,20220331,14,2,194.11,1378,14.09
2348,20220331,15,1,263.13,720,36.55
2349,20220401,8,2,56.79,1310,4.34
2350,20220401,9,1,3.76,810,0.46
2351,20220401,10,4,734.6,970,75.73
2352,20220401,11,1,31.97,1020,3.13
2353,20220401,12,3,414.96,1669,24.86
2354,20220401,13,1,18.8,795,2.36
2355,20220401,14,2,250.47,1613,15.53
2356,20220401,15,2,293.46,1271,23.09
2357,20220401,16,1,91.12,1580,5.77
2358,20220404,8,1,259.95,1010,25.74
2359,20220404,9,2,237.54,1189,19.98
2360,20220404,10,3,284.72,624,45.63
2361,20220404,11,1,135.49,1179,11.49
2362,20220404,12,1,107.09,1720,6.23
2363,20220404,13,1,31.94,614,5.2
2364,20220404,14,3,221.98,1559,14.24
2365,20220404,15,2,231.06,746,30.97
2366,20220405,8,4,230.12,757,30.4
2367,20220405,9,1,89.5,1254,7.14
2368,20220405,10,4,490.26,1180,41.55
2369,20220405,11,1,203.15,1395,14.56
2370,20220405,12,2,149.85,1130,13.26
2371,20220405,15,4,936.05,748,125.14
2372,20220405,17,2,91.92,1797,5.12
2373,20220406,8,7,658.3,1469,44.81
2374,20220406,9,3,252.31,964,26.17
2375,20220406,10,2,133.18,1736,7.67
2376,20220406,11,3,260.72,1465,17.8
2377,20220406,12,4,270.37,1425,18.97
2378,20220406,13,1,265.92,1679,15.84
2379,20220406,14,1,45.66,1582,2.89
2380,20220406,15,3,238.73,1007,23.71
2381,20220406,16,1,67.82,1760,3.85
2382,20220406,17,1,18.21,1725,1.06
2383,20220407,8,3,328.03,1128,29.08
2384,20220407,9,2,439.47,1025,42.88
2385,20220407,10,2,134.28,926,14.5
2386,20220407,11,1,26.1,1512,1.73
2387,20220407,12,2,269.72,796,33.88
2388,20220407,13,1,237.52,1330,17.86
2389,20220407,14,5,259.35,1147,22.61
2390,20220407,15,1,146.82,1062,13.82
2391,20220407,17,1,62.09,1484,4.18
2392,20220408,8,2,288.55,794,36.34
2393,20220408,9,3,315.71,1160,27.22
2394,20220408,10,4,362.84,1030,35.23
2395,20220408,11,1,58.24,790,7.37
2396,20220408,12,1,73.25,727,10.08
2397,20220408,14,1,355.64,1067,33.33
2398,20220408,15,1,60.89,871,6.99
2399,20220411,8,4,358.44,798,44.92
2400,20220411,10,1,25.56,1475,1.73
2401,20220411,11,4,93.55,740,12.64
2402,20220411,12,1,94.24,1454,6.48
2403,20220411,13,2,181.7,977,18.6
2404,20220411,14,3,653.55,780,83.79
2405,20220411,16,1,105.26,1308,8.05
2406,20220412,8,1,163.24,788,20.72
2407,20220412,9,2,101.63,1651,6.16
2408,20220412,12,1,85.59,824,10.39
2409,20220412,13,2,194.09,1796,10.81
2410,20220412,14,1,13.27,1109,1.2
2411,20220412,15,1,172.89,1680,10.29
2412,20220412,16,2,106.32,1535,6.93
2413,20220413,8,3,393.15,1180,33.32
2414,20220413,9,2,114.12,1106,10.32
2415,20220413,10,3,191.45,1379,13.88
2416,20220413,11,2,75.97,831,9.14
2417,20220413,12,1,115.3,1278,9.02
2418,20220413,13,3,217.89,1283,16.98
2419,20220413,14,1,29.37,614,4.78
2420,20220413,15,1,151.48,1551,9.77
2421,20220413,16,2,163.74,1785,9.17
2422,20220414,8,2,110.92,1781,6.23
2423,20220414,9,3,429.21,1580,27.17
2424,20220414,10,4,479.85,1644,29.19
2425,20220414,12,2,137.01999999999998,1759,7.79
2426,20220414,13,1,142.21,943,15.08
2427,20220414,14,1,37.78,1331,2.84
2428,20220414,15,1,4.54,1482,0.31
2429,20220414,16,2,182.3,1123,16.23
2430,20220415,8,3,391.28,782,50.04
2431,20220415,9,3,123.88,1568,7.9
2432,20220415,11,2,132.29,1573,8.41
2433,20220415,13,4,790.0799999999999,749,105.48
2434,20220415,14,4,255.01,1480,17.23
2435,20220415,15,2,118.23,605,19.54
2436,20220415,16,2,133.92,826,16.21
2437,20220418,8,3,275.65,1742,15.82
2438,20220418,9,1,31.75,1773,1.79
2439,20220418,10,8,944.33,1352,69.85
2440,20220418,12,2,29.91,1628,1.84
2441,20220418,13,1,156.29,1500,10.42
2442,20220418,14,1,213.39,730,29.23
2443,20220418,15,3,662.0,1526,43.38
2444,20220418,16,1,104.49,1384,7.55
2445,20220418,17,1,101.29,1249,8.11
2446,20220419,8,1,45.93000000000001,877,5.24
2447,20220419,9,2,115.24,1687,6.83
